"","id","concept","variant","corpus","year","text","lect","cluster"
"78","报章/Na/ZBN_CMN_20030409_wpr/1497","newspaper_06267145-n","报章","ZBN",2003,"的 双面 刃 从 上 个 月 以来 ， 打开<br><b>报章</b> ， 打开 电视 ， 要<br>找到 一 条 令 人","SG",4
"79","报章/Na/ZBN_CMN_20030409_wpr/41617","newspaper_06267145-n","报章","ZBN",2003,"料 后者 极 可能 被 罚款 。 英国 前天<br>的 <b>报章</b> 引述 弗格森 的<br>话说 ： “ 这 次 欧冠杯 的","SG",4
"80","报章/Na/ZBN_CMN_20030411_wpr/79270","newspaper_06267145-n","报章","ZBN",2003,"产品 和 服务 的 商家 ， 如果 在 报业<br>控股 <b>报章</b> 刊 登广告 ，<br>可 获得 10％ 折扣 。 公众 和","SG",3
"81","报章/Na/ZBN_CMN_20030413_wpr/64015","newspaper_06267145-n","报章","ZBN",2003,"近年 来 对 旅游 的 需求 ， 但是 ，<br>中国 <b>报章</b> 上 却 绝少 见到<br>公众 对于 公共 服务 提出 批评","SG",4
"82","报章/Na/ZBN_CMN_20030413_wpr/98750","newspaper_06267145-n","报章","ZBN",2003,"美国 访问 的 副总理 兼 国防部长 陈庆炎<br>博士 前天 接受 <b>报章</b> 访问<br>时 说 ， 他 与 美国 国防部长 拉姆斯菲尔德<br>会晤","SG",4
"83","报章/Na/ZBN_CMN_20030414_wpr/53774","newspaper_06267145-n","报章","ZBN",2003,"队长 贝克汉姆 转让给 皇家 马德里 球会<br>。 英格兰 一 家 <b>报章</b> 星期日<br>报道 说 ， 双方 事实 上 已经 完成<br>交易","SG",2
"84","报章/Na/ZBN_CMN_20030415_wpr/42727","newspaper_06267145-n","报章","ZBN",2003,"拒绝 公布 决定 回国 的 记者 的 身份<br>。 英文 <b>报章</b> 《 太阳报<br>》 采访 主任 弗南迪斯 、 《 新 海峡","SG",3
"85","报章/Na/ZBN_CMN_20030417_wpr/24235","newspaper_06267145-n","报章","ZBN",2003,"答辩人 ， 可 通过 替代 传递 方式 ，<br>如 在 <b>报章</b> 上 刊登 有关<br>离婚 申请 ， 或 将 离婚 申请","SG",3
"86","报章/Na/ZBN_CMN_20030417_wpr/26140","newspaper_06267145-n","报章","ZBN",2003,"我 震惊 的 是 ， 我 在 机上 翻阅<br>本地 <b>报章</b> 时 ， 竟 赫然<br>看到 我们 所 认识 的 一","SG",4
"87","报章/Na/ZBN_CMN_20030420_wpr/56352","newspaper_06267145-n","报章","ZBN",2003,"动 物 园 19时 30分 － 午夜 ）<br>出示 在 <b>报章</b> 剪下 的 “<br>半价 优惠 ” 固 本 ， 便","SG",4
"88","报章/Na/ZBN_CMN_20030422_wpr/21408","newspaper_06267145-n","报章","ZBN",2003,"。 72 岁 果菜商 或 只是 临时工 另<br>据 其它 <b>报章</b> 今天 报道<br>， 这 名 72 岁 祖父 是 巴西班","SG",2
"89","报章/Na/ZBN_CMN_20030427_wpr/29573","newspaper_06267145-n","报章","ZBN",2003,"部门 检查 。 他 说 ： “ 当 我 从<br><b>报章</b> 上知 道 有 人 发烧<br>了却 到处 求医 ， 甚至","SG",4
"90","报章/Na/ZBN_CMN_20030430_wpr/35157","newspaper_06267145-n","报章","ZBN",2003,"建议 都 不 被 接纳 的 话 ， 一般<br>的 <b>报章</b> 读者 也 就 不必<br>多 费唇舌 了 。 美国 如何","SG",3
"91","报章/Na/ZBN_CMN_20030501_wpr/52726","newspaper_06267145-n","报章","ZBN",2003,"教练 的 这 个 安排 。 在 马德里 看<br>房子 <b>报章</b> 也 报道 说 贝克汉姆<br>已经 在 马德里 物色 房子 ，","SG",2
"92","报章/Na/ZBN_CMN_20030502_wpr/8203","newspaper_06267145-n","报章","ZBN",2003,"镑 ( 约 1万3000 新元 ) 的 罚款<br>。 曼联 <b>报章</b> 登 道歉 广告<br>老弗爷 才 罚 这么 轻 这 笔","SG",4
"93","报章/Na/ZBN_CMN_20030502_wpr/8282","newspaper_06267145-n","报章","ZBN",2003,"几 句 。 不过 ， 曼联 还是 为 他<br>在 <b>报章</b> 上 登 10 页<br>的 道歉 广告 ， 向 欧洲","SG",4
"94","报章/Na/ZBN_CMN_20030507_wpr/18656","newspaper_06267145-n","报章","ZBN",2003,"助理 的 2万 元 公款 。 多 年前 ，<br>马国 <b>报章</b> 也 曾 报道 ，<br>撒 咖哩粉党 在 闹市 抢走 老妇","SG",4
"95","报章/Na/ZBN_CMN_20030511_wpr/41298","newspaper_06267145-n","报章","ZBN",2003,"了 反 美 示 威 。 波士顿 一 份 主要<br><b>报章</b> ， 打出 了 ' '<br>Uprisingshockemeri -<br>cans ' '","SG",3
"96","报章/Na/ZBN_CMN_20030511_wpr/62437","newspaper_06267145-n","报章","ZBN",2003,"了 几 份 “ 芒 （ 盲 ） 果 ” <b>报章</b><br>。 芒果 斗不过 苹果 是 不言而喻 的<br>， 但是 ，","SG",3
"97","报章/Na/ZBN_CMN_20030517_wpr/65674","newspaper_06267145-n","报章","ZBN",2003,"在 启播 后 ， 每 天 刊登 在 各 大<br><b>报章</b> 。 内政部长 黄 根成<br>将 为 沙斯 频道 主持 启播","SG",3
"98","报章/Na/ZBN_CMN_20030522_wpr/26616","newspaper_06267145-n","报章","ZBN",2003,"一 事 ， 经过 菲律宾 当局 的 批准<br>。 菲律宾 <b>报章</b> 引述 中央<br>银行 行长布埃纳文图拉 （ Rafaeuenaventura<br>） 的 话说 ，","SG",4
"99","报章/Na/ZBN_CMN_20030523_wpr/736","newspaper_06267145-n","报章","ZBN",2003,"特权 做 抗疫 逃兵 ， 赵建铭 前日 闪避<br>台湾 某 <b>报章</b> 追 访 时<br>， 被 拍下 违反 开车 未 绑","SG",4
"100","报章/Na/ZBN_CMN_20030524_wpr/14828","newspaper_06267145-n","报章","ZBN",2003,"） ， 她 拨 本报 热线 电话 ， 希望<br>通过 <b>报章</b> 表达 她 对 德士<br>司机 的 谢意 。 郑秀月 受访","SG",4
"101","报章/Na/ZBN_CMN_20030526_wpr/27547","newspaper_06267145-n","报章","ZBN",2003,"《 街趣报 》 的确 是 一 份 很 好<br>的 <b>报章</b> ， 吸引 越来越<br>多 读者 ， 也 得 到 广告","SG",3
"102","报章/Na/ZBN_CMN_20030528_wpr/1111","newspaper_06267145-n","报章","ZBN",2003,"终身 。 查丽苏菲雅 在 记者会 后 ，<br>还 翻看 马国 <b>报章</b> 《 星洲日报<br>》 ， 重温 她 在 英国 留学 时","SG",4
"103","报章/Na/ZBN_CMN_20030529_wpr/32295","newspaper_06267145-n","报章","ZBN",2003,"因为 国内 因素 而 举 步 难 前 。<br>日 <b>报章</b> 还 指出 ， 与<br>泰国 和 菲律宾 谈判 的 进程","SG",4
"104","报章/Na/ZBN_CMN_20030530_wpr/45262","newspaper_06267145-n","报章","ZBN",2003,"建造 这 座 大厦 签订 了 谅解 备忘录<br>。 俄罗斯 <b>报章</b> ： 美 拟定<br>打 伊朗 计划 （ 莫斯科 法新电 ）","SG",4
"105","报章/Na/ZBN_CMN_20030602_wpr/80764","newspaper_06267145-n","报章","ZBN",2003,"近 五 旬 ， 便 拒绝 给以 面试 机会<br>。 <b>报章</b> 上 刊登 的 职业展<br>很 吸引人 ， 于是 我 赶往","SG",3
"106","报章/Na/ZBN_CMN_20030603_wpr/27385","newspaper_06267145-n","报章","ZBN",2003,"拘捕 周正毅 太太 毛玉萍 一 事 ， 杨恭如<br>谓 从 <b>报章</b> 中 得知 ，<br>但 表示 不 清楚 事件 ， 而且","SG",4
"107","报章/Na/ZBN_CMN_20030603_wpr/84074","newspaper_06267145-n","报章","ZBN",2003,"， 每 天 都 在 发生 。 最近 几年<br>， <b>报章</b> 的 法庭 新闻 ，<br>很多 是 亲朋好友 的 钱财 纠纷","SG",1
"108","报章/Na/ZBN_CMN_20030605_wpr/35347","newspaper_06267145-n","报章","ZBN",2003,"印尼 大 报刊 登 。 广告 在 同 一<br>份 <b>报章</b> 最多 出现 两 次<br>。 广告 说 ： “ 新加坡","SG",4
"109","报章/Na/ZBN_CMN_20030606_wpr/12710","newspaper_06267145-n","报章","ZBN",2003,"红颜 知己 ” 的 杨恭如 十分 会 做人<br>， 接受 <b>报章</b> 访问 ， 马上<br>与 周 划清 界线 。 林子祥 留医","SG",4
"110","报章/Na/ZBN_CMN_20030611_wpr/45189","newspaper_06267145-n","报章","ZBN",2003,"香港 英文 报章 《 南华早报 》 及 几<br>份 中文 <b>报章</b> 上 发表 声明<br>指出 ： “ 逮捕 行动 完全 没有","SG",3
