"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"不比"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"不治"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"不行"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"不解"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"不雅观"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"不顾"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"与"	16	3	10.094	8.906	2.307	-2.307	4.614	"1_&_2"
"专设"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"世上"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"世南"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"丙肝"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"东岸"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"东州"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"丢下"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"丢弃"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"严"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"严家淦"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"丧妻"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"个案"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"中华民族"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"中央政府"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"中山"	0	4	2.125	1.875	-1.316	1.316	2.632	"1_&_2"
"中风"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"串"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"为什么"	3	0	1.594	1.406	0.824	-0.824	1.648	"1_&_2"
"为要"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"为首"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"主动"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"主席"	0	5	2.656	2.344	-1.645	1.645	3.29	"1_&_2"
"乌巴尼"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"乏"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"乖巧"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"九十三"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"九华堂"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"书包"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"买"	1	3	2.125	1.875	-0.573	0.573	1.146	"1_&_2"
"事与愿违"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"事先"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"事发"	1	2	1.594	1.406	-0.344	0.344	0.688	"1_&_2"
"事情"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"于是"	3	1	2.125	1.875	0.443	-0.443	0.886	"1_&_2"
"于此"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"互"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"五十二"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"五楼"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亚哈沃伊"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"亡"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"交往"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"产假"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亨特"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"京剧"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"亲"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亲属"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"亲戚"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亲朋好友"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亲眼"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"亲自"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"人影"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"今"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"介绍"	2	4	3.188	2.812	-0.542	0.542	1.084	"1_&_2"
"仔细"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"任"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"仿袭"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"企鹅"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"伊斯尼"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"伊莲娜"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"优雅"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"优频道"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"会客"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"会计员"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"会长"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"会馆"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"伟"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"传染"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"传达"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"伤势"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"伤心"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"伤心地"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"伪刻"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"伯父"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"似懂非懂"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"位"	0	6	3.188	2.812	-1.975	1.975	3.95	"1_&_2"
"住"	5	4	4.782	4.218	0.239	-0.239	0.478	"1_&_2"
"住家"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"何"	1	4	2.656	2.344	-0.821	0.821	1.642	"1_&_2"
"何厚铧"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"余"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"余女士"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"你"	13	2	7.969	7.031	2.138	-2.138	4.276	"1_&_2"
"併拢"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"例子"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"侨生"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"俊伟"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"信托局"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"偏偏"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"做"	2	1	1.594	1.406	0.262	-0.262	0.524	"1_&_2"
"健壮"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"健美"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"偿还"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"傅爱妮"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"傻事"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"儿"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"儿女"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"儿子"	7	1	4.25	3.75	1.291	-1.291	2.582	"1_&_2"
"元人"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"充任"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"先生"	1	21	11.688	10.312	-5.826	5.826	11.652	"1_&_2"
"光片"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"全身"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"八宝山"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"八旬"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"公众"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"公墓"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"公寓"	5	0	2.656	2.344	1.373	-1.373	2.746	"1_&_2"
"关心"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"兴"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"兴中会"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"典当"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"养育"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"兽医"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"内家"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"农试所"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"冠上"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"冰心"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"冲到"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"准时"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"凌"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"凝望"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"凤姐"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"凭借"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"凶器"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"凹去"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"出任"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"出差"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"出来"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"出生"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"出租给"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"出言"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"出走"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"出门"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刊登"	0	5	2.656	2.344	-1.645	1.645	3.29	"1_&_2"
"列为"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刘"	0	11	5.844	5.156	-3.62	3.62	7.24	"1_&_2"
"刘攻芸"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"刘青云"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"刚"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"刚刚"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刚好"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刚巧"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"创建"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"创立"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"创设"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"制片"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刹那间"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"刻意"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"前夫汤"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"前来"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"剧作家"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"副秘书长"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"割破"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"劝"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"加洛韦"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"务"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"动物系"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"助手"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"募捐"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"包二奶"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"医生"	3	0	1.594	1.406	0.824	-0.824	1.648	"1_&_2"
"十三时"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"半劝半诱"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"华人"	0	4	2.125	1.875	-1.316	1.316	2.632	"1_&_2"
"华伦洛德"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"华山"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"卓"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"南京"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"占为己有"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"印鑑"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"原告"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"原本"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"原来"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"原谅"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"厨房"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"去"	5	0	2.656	2.344	1.373	-1.373	2.746	"1_&_2"
"去世"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"去留"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"又"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"友"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"友善"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"双"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"双眼"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"双腿"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"发掘出"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"发现"	4	1	2.656	2.344	0.64	-0.64	1.28	"1_&_2"
"发行人王"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"受不了"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"受害者"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"受访"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"变"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"口供"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"古人"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"古斯塔夫"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"另外"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"叫"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"可叹"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"可惜"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"可是"	2	1	1.594	1.406	0.262	-0.262	0.524	"1_&_2"
"史"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"叶"	0	6	3.188	2.812	-1.975	1.975	3.95	"1_&_2"
"叶光庭"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"叶公超"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"司久"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"吃惊"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"吃水"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"合众国"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"吉巴勒"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"吊慰"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"吊扣"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"同事"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"同居"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"同情"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"同意"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"同龄"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"名义"	1	2	1.594	1.406	-0.344	0.344	0.688	"1_&_2"
"名流"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"后"	12	1	6.907	6.093	2.475	-2.475	4.95	"1_&_2"
"后来"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"后生"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"吕"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"吕绍焜"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"听见"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"吴"	0	5	2.656	2.344	-1.645	1.645	3.29	"1_&_2"
"吴作栋"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"吴启基"	0	4	2.125	1.875	-1.316	1.316	2.632	"1_&_2"
"吴祖光"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"吵架"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"吵闹"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"吸菸"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"告诉"	7	7	7.438	6.562	-0.292	0.292	0.584	"1_&_2"
"周"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"周浦"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"周秀枝"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"周贤耕"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"命"	1	1	1.063	0.937	-0.144	0.144	0.288	"1_&_2"
"和"	4	0	2.125	1.875	1.099	-1.099	2.198	"1_&_2"
"和好"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"和蔼可亲"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"咖啡店"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"品茶"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"品赏"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"哈力旦"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"哥哥"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"哦"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"哭成"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"唐"	0	5	2.656	2.344	-1.645	1.645	3.29	"1_&_2"
"唐四"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"唐鹤"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"售后"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"唯命是从"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"唯恐"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"商人"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"商网"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"商量"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"啤酒店"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"善款"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"喉咙"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"喜"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"喜欢"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"喝"	0	2	1.063	0.937	-0.658	0.658	1.316	"1_&_2"
"喷漆"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"噩耗"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"回"	2	0	1.063	0.937	0.549	-0.549	1.098	"1_&_2"
"回到"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"回味"	0	1	0.531	0.469	-0.329	0.329	0.658	"1_&_2"
"回国"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"回头是岸"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"回家"	3	2	2.656	2.344	0.253	-0.253	0.506	"1_&_2"
"回答"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
"回返"	1	0	0.531	0.469	0.275	-0.275	0.55	"1_&_2"
