"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"250"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"2500"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"28日"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"2万"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"335"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"374"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"42"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"50"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"6.7"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"60"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"60多"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"69"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"8点"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"959"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"AssistantOrdinance"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"CD"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"ClerksEnployment"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"ＧＵＣＣＩ"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"WNBA"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一万五千"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"一九九"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一九九七年"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"一九九五年"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一九九八年"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一九八八年"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一半"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"一声令下"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"一来"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"一行"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"丁仰宁"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"三十五年"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"三合镇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"上下"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"上任"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"上午"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"上司"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"上文"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"上海市"	0	6	2.303	3.697	-1.262	1.262	2.524	"1_&_2"
"上班"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"上课"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"上门"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"下"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"下属"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"下手"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"不再"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"不可能"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"不满"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"不错"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"丑陋"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"专利局"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"专家局"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"专柜"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"业务员"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"业者"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"东区"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"东莞"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"两"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"严禁"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"中"	0	8	3.07	4.93	-1.682	1.682	3.364	"1_&_2"
"中共"	0	75	28.785	46.215	-15.771	15.771	31.542	"1_&_2"
"中共中"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"中华"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"中华队"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"中央"	0	62	23.795	38.205	-13.037	13.037	26.074	"1_&_2"
"中宣部"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"中年"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"中心"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"中情局"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"丰庄镇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"串同"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"主任"	0	14	5.373	8.627	-2.944	2.944	5.888	"1_&_2"
"主席"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"主持"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"主讲"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"义"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"乘"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"乘客"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"乘搭"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"九原区哈业脑包乡东乌兰计"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"习近"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"乡"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"乡亲"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"乡企办"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"乡小"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"乡镇"	1	4	1.919	3.081	-0.437	0.437	0.874	"1_&_2"
"书"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"书店"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"书记"	0	50	19.19	30.81	-10.514	10.514	21.028	"1_&_2"
"书记处"	0	29	11.13	17.87	-6.098	6.098	12.196	"1_&_2"
"买"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"买卖"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"买饭"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"事务"	1	1	0.768	1.232	0.207	-0.207	0.414	"1_&_2"
"事发"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"二分之一"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"于是"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"云南省"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"云林"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"互相"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"亚历山大路"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"交出"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"交给"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"产品"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"京"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"亲任"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"亲信"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"亲切"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"人事处"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"人协"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"人大"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"今"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"介绍"	1	6	2.687	4.313	-0.743	0.743	1.486	"1_&_2"
"介绍会"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"从头"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"他人"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"付出"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"付清"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"代市长"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"代理"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"代表团"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"令"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"以"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"任"	0	13	4.989	8.011	-2.734	2.734	5.468	"1_&_2"
"任副"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"任命为"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"任期"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"任罗"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"任职"	3	1	1.535	2.465	0.793	-0.793	1.586	"1_&_2"
"企业工"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"伊吾县"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"伍绍祖"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"伙伴"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"伙同"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"会"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"会员"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"会见"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"会计"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"会计部"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"传呼"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"传染病科"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"位"	8	0	3.07	4.93	3.327	-3.327	6.654	"1_&_2"
"低微"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"住宿"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"体温"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"体温计"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"体育局"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"体育部"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"何"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"何勇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"何华"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"何智辉"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"何美荣"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"余文"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"余杭镇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"余炳林"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"作罢"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"例如"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"供证"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"便利"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"俊"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"保住"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"保加利亚"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"保险"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"信鸽"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"候补"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"倪"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"假"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"做"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"做工"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"停下"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"停课"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"允许"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"充当"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"先后"	0	7	2.687	4.313	-1.472	1.472	2.944	"1_&_2"
"光彩"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"光顾"	1	1	0.768	1.232	0.207	-0.207	0.414	"1_&_2"
"克林"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"免去"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"免税"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"免职"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"党"	0	13	4.989	8.011	-2.734	2.734	5.468	"1_&_2"
"党团"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"党委"	0	46	17.655	28.345	-9.673	9.673	19.346	"1_&_2"
"党总支"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"党政"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"党校"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"党组"	0	15	5.757	9.243	-3.154	3.154	6.308	"1_&_2"
"党组副"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"入境处"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"全体"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"全体队"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"全县"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"全国"	0	14	5.373	8.627	-2.944	2.944	5.888	"1_&_2"
"全职"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"八一"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"八达"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"公"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"公关组"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"公司"	43	0	16.503	26.497	17.884	-17.884	35.768	"1_&_2"
"公平"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"公田"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"六千多"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"六时"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"共事"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"共产党"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"共产党员"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"共党"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"共处一室"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"共新"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"共有"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"共青团"	0	6	2.303	3.697	-1.262	1.262	2.524	"1_&_2"
"关宏民"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"关西"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"兴发"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"兵书"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"兵团"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"其他"	7	0	2.687	4.313	2.911	-2.911	5.822	"1_&_2"
"兼"	0	9	3.454	5.546	-1.892	1.892	3.784	"1_&_2"
"兼职"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"冀东"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"冀热"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"内"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"内地"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"内蒙古"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"再三"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"军区"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"冯"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"冯长根"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"冲凉"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"冷不防"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"冷冻库"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"几"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"出任"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"出差"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"出席"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"出来"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"出示"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"刀"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"刀子"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"分"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"分享"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"分公司"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"分区"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"分局"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"分布"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"分管"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"分配"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"划"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"刘"	1	3	1.535	2.465	-0.298	0.298	0.596	"1_&_2"
"刘云山"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"刘华峰"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"刘建斌"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"刘振华"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"刘方仁"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"刘淇"	0	11	4.222	6.778	-2.313	2.313	4.626	"1_&_2"
"则"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"刚"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"判"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"利普镇"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"利用"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"到手"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"制并成"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"制服"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"制造厂"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"前"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"前天"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"前头"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"前岗乡"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"剧院"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"副"	0	38	14.584	23.416	-7.99	7.99	15.98	"1_&_2"
"副主任"	0	7	2.687	4.313	-1.472	1.472	2.944	"1_&_2"
"副主席"	0	11	4.222	6.778	-2.313	2.313	4.626	"1_&_2"
"副主席曾"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"副书"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"副局长"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"副市长"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"副总理"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"副理"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"副省长"	0	9	3.454	5.546	-1.892	1.892	3.784	"1_&_2"
"副秘书长"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"副部长"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"副院长"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"办事处"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"办公"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"办公厅"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"办公室"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"加油"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"务"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"动物园"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"助人"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"劳动党"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"勇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"包围"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"包头市"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"包装"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"化妆品"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"北"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"北京"	1	30	11.898	19.102	-5.211	5.211	10.422	"1_&_2"
"北京市"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"北大"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"北底乡"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"匪徒"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"区"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"区委"	1	4	1.919	3.081	-0.437	0.437	0.874	"1_&_2"
"区市"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"区支行"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"区长"	1	1	0.768	1.232	0.207	-0.207	0.414	"1_&_2"
"医务人"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"医管局"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"医院"	10	0	3.838	6.162	4.159	-4.159	8.318	"1_&_2"
"十九"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"十八"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"升上"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"升任"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"华中"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"华族"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"华西村"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"协助"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"卓明"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"卖"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"南京"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"南驿镇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"博彩"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"占领"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"卡斯特罗"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"卢瑞华"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"卫生部"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"即时"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"却"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"厂党"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"厅长"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"历任"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"原"	0	9	3.454	5.546	-1.892	1.892	3.784	"1_&_2"
"厦门"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"去向"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
