"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"极刑/N/CNA_CMN_19950614_wpr/114789","极刑/N/CNA_CMN_19950614_wpr/114789","极刑","CNA","Taiwan","quality","量处/N;起诉/N;检察官/N;被告/N;起诉书/N","""<small>, 涉嫌 今年 三月 二十四日 绑架 建筑商 张宗杰 , 并</small> 撕票 , <u>检察官</u><sup>2.668</sup> 掳人勒赎 罪嫌 <u>起诉</u><sup>3.564</sup> , 并 请求 <u>量处</u><sup>7.569</sup> <span class='target'>极刑</span> 。 <u>起诉书</u><sup>4.642</sup> 中 指出 <u>被告</u><sup>3.917</sup> 年轻力壮 知 奋进 , 企图 <small>勒 赎 方式 取得 鉅款 , 冷血 勒杀 被害人 ,</small>""",-6.15217079719634,-8.36645303372751,NA
"极刑/N/XIN_CMN_19990306_wpr/4697","极刑/N/XIN_CMN_19990306_wpr/4697","极刑","XIN","Mainland","quality","判/V;分钟/N;犯规/V;球员/N;内/N;禁区/N;命中/V;分/V;罚点球/N;主/N","""<small>前锋 阿莱格 里 亚 22 分钟 时 攻入 的 。</small> 第69 <u>分钟</u><sup>2.646</sup> , 由于 危队 <u>球员</u><sup>3.093</sup> <u>禁区</u><sup>5.957</sup> <u>内</u><sup>1.372</sup> <u>犯规</u><sup>6.369</sup> <u>判</u><sup>4.88</sup> <span class='target'>极刑</span> , 巴队 佩拉尔塔 <u>主</u><sup>2.5</sup> <u>罚点球</u><sup>6.717</sup> <u>命中</u><sup>6.16</sup> , <u>分</u><sup>1.57</sup> 扳成 1 <small>: 1 。 但 77 分钟 时 , 危队 经验</small>""",-0.107336418537331,2.79995911482764,NA
"点球/N/XIN_CMN_19920217_wpr/46607","点球/N/XIN_CMN_19920217_wpr/46607","点球","XIN","Mainland","quality","坦桑尼亚/N;罚/V;俱乐部队/N;束/N;中/N;靠/V;决赛/N;5/N;坦桑尼亚/N;:/C;乐/V;险胜/V;6/N","""<small>2月 16日电 第十八 届 东中非 俱乐部 足球赛 15日 桑 巴尔</small> 结 <u>束</u><sup>2.113</sup> 。 <u>坦桑尼亚</u><sup>1.678</sup> 西姆巴 <u>俱乐部队</u><sup>2.303</sup> <u>决赛</u><sup>2.979</sup> <u>中</u><sup>1.23</sup> <u>靠</u><sup>2.679</sup> <u>罚</u><sup>5.699</sup> <span class='target'>点球</span> <u>6</u><sup>1.534</sup> <u>:</u><sup>1.547</sup> <u>5</u><sup>2.048</sup> <u>险胜</u><sup>3.886</sup> <u>坦桑尼亚</u><sup>1.678</sup> 青年 非洲人 <u>乐</u><sup>1.074</sup> 部队 , <small>荣获 该 项 比赛 冠军 。 双方 90 分钟 比赛</small>""",5.22433902436141,2.82358540447235,NA
"极刑/N/CNA_CMN_20031218_wpr/47339","极刑/N/CNA_CMN_20031218_wpr/47339","极刑","CNA","Taiwan","quality","罪行/N;犯下/V;","""<small>小 牢房 里 。 」 布希 总统 十六日 表示 ,</small> 海珊 他 伊拉克人 民 <u>犯下</u><sup>4.239</sup> 的 种种 <u>罪行</u><sup>3.731</sup> 受到 「 <span class='target'>极刑</span> 」 , 但 那 是 伊拉克人 作 的 决定 。 <small>结束 轮值 伊拉克 执政 协商会议 主席 一 个 月 任期</small>""",-5.39659497419331,-6.69992490299692,NA
"十二码球/N/CNA_CMN_19961030_wpr/134221","十二码球/N/CNA_CMN_19961030_wpr/134221","十二码球","CNA","Taiwan","quality","最后/N;平手/V;踢/V;分/V;四/N","""<small>三 五 败给 西班牙队 , 淘汰 。 义大利 特队 与</small> 奥地利 的 卡西 诺 哥拉滋队 战成 <u>平手</u><sup>6.291</sup> , <u>最后</u><sup>3.352</sup> <u>踢</u><sup>7.032</sup> <span class='target'>十二码球</span> <u>分</u><sup>3.297</sup> 高下 , 因 特队 以 五 <u>四</u><sup>1.622</sup> 气走 奥地 <small>利队 , 成 了 唯一 欧洲 职业 联盟盃 晋级 争夺</small>""",4.27038645451521,6.02140236076157,7
"点球/N/XIN_CMN_19940714_wpr/17000","点球/N/XIN_CMN_19940714_wpr/17000","点球","XIN","Mainland","quality","失望/V;判/V;两/N;个/N;裁判/N;球/N;射手/N;:/C;・/F;遗憾/N;赫/N","""<small>抓住 。 佩内夫 说 : “ 我们 因 巴乔 连进</small> <u>两</u><sup>1.043</sup> <u>球</u><sup>4.002</sup> 而 <u>失望</u><sup>1.702</sup> , 而是 <u>裁判</u><sup>4.372</sup> <u>判</u><sup>4.079</sup> <u>两</u><sup>1.043</sup> <u>个</u><sup>1.26</sup> <span class='target'>点球</span> 而 <u>遗憾</u><sup>1.55</sup> 。 ” <u>射手</u><sup>3.77</sup> <u>赫</u><sup>2.272</sup> <u>.</u><sup>1.755</sup> 斯托伊奇科夫 说 <u>:</u><sup>1.547</sup> <small>“ 我们 是 认真 准备 的 , 而 且 想</small>""",-0.941057137091852,1.25956384422804,NA
"十二码球/N/CNA_CMN_19940718_wpr/76821","十二码球/N/CNA_CMN_19940718_wpr/76821","十二码球","CNA","Taiwan","quality","分钟/N;结果/N;分/V;踢/V;三/N;","""<small>。 巴西 今天 与 义大利 鏖战 九十 分钟 分 胜负</small> , 加赛 <u>三</u><sup>1.469</sup> 十 <u>分钟</u><sup>4.422</sup> <u>分</u><sup>3.297</sup> 高下 , <u>结果</u><sup>1.881</sup> <u>踢</u><sup>7.032</sup> <span class='target'>十二码球</span> 决 生死 , 邓卡 重要 关头 保持 冷静 , 坚定 <small>地 球 踢进 球门 右边 , 而 义 大利 守门员</small>""",3.68581810962781,6.25341747597951,NA
"点球/N/XIN_CMN_20020330_wpr/18142","点球/N/XIN_CMN_20020330_wpr/18142","点球","XIN","Mainland","quality","裁判员/N;判罚/V;扑倒/V;个/N;时/N","""<small>摔倒 , 此 时 很多 人 认为 是 守门员 扑</small> 瓦伦西亚 腿 上 , 之 <u>扑倒</u><sup>6.916</sup> 的 。 <u>裁判员</u><sup>3.729</sup> <u>判罚</u><sup>6.858</sup> <span class='target'>点球</span> 。 此 <u>时</u><sup>1.316</sup> 瓦伦西亚 起身 后 胳膊 作 了 <u>个</u><sup>1.26</sup> <small>推 对方 守门员 的 动作 。 裁判 红牌 瓦伦西亚 罚</small>""",-1.13073924681778,1.94423373559941,NA
"点球/N/XIN_CMN_20040508_wpr/48243","点球/N/XIN_CMN_20040508_wpr/48243","点球","XIN","Mainland","quality","门/N;结束/V;上半场/N;曼联队/N;获得/V;范尼/N;点球/N;门将/N;斯/N;前锋/N","""<small>切尔西队 控球 优势 明显 , 并 第19 分钟 丹麦人 格容</small> 克 贾尔冷 射破 <u>门</u><sup>2.004</sup> 。 <u>曼联队</u><sup>4.287</sup> <u>上半场</u><sup>4.147</sup> <u>结束</u><sup>1.721</sup> 前 <u>获得</u><sup>2.267</sup> <span class='target'>点球</span> , 但是 <u>前锋</u><sup>3.78</sup> <u>范尼</u><sup>6.614</sup> <u>斯</u><sup>1.65</sup> 特尔鲁伊 发出 的 <u>点球</u><sup>6.98</sup> <u>门将</u><sup>5.834</sup> <small>库迪奇尼 扑出 。 本 赛季 范尼 四 次 罚 点球</small>""",0.695143409433555,4.82622701935515,NA
"极刑/N/CNA_CMN_20000611_wpr/92535","极刑/N/CNA_CMN_20000611_wpr/92535","极刑","CNA","Taiwan","quality","判/V;裁判/N;罚/V;十二/N;禁区/N;操刀/V;踢/V","""<small>土耳其 后场 扫把 脚护关 心切 , 失手 犯 规 ,</small> 在 <u>禁区</u><sup>5.957</sup> 跘倒 英萨吉 , 苏格兰 <u>裁判</u><sup>4.608</sup> <u>判</u><sup>4.88</sup> <u>罚</u><sup>4.824</sup> <u>十二</u><sup>2.488</sup> <span class='target'>极刑</span> , 英萨吉 <u>操刀</u><sup>7.665</sup> , 起脚 <u>踢</u><sup>3.737</sup> 右下 角 底边 , <small>球 儿 应声 挂网 , 义大利队 靠 着 这 球</small>""",-0.955401129362809,2.36514892885529,NA
"极刑/N/CNA_CMN_20001213_wpr/115657","极刑/N/CNA_CMN_20001213_wpr/115657","极刑","CNA","Taiwan","quality","判/V;十四/N;处/N;走私/V;腐败/V","""<small>十三日电 ) 厦门 远华 第一 批 案犯 月 前 宣</small> <u>判</u><sup>4.88</sup> , <u>十四</u><sup>1.204</sup> 位 涉案 官员 及 <u>走私</u><sup>3.454</sup> 份子 <u>处</u><sup>3.012</sup> <span class='target'>极刑</span> , 但 海内外 普 遍 认为 中共 <u>腐败</u><sup>2.745</sup> 「 打 <small>老虎 , 仅 是 踩 了 免子 尾巴 」 ,</small>""",-4.7998424686677,-6.88261836359978,NA
"点球/N/XIN_CMN_20040626_wpr/40320","点球/N/XIN_CMN_20040626_wpr/40320","点球","XIN","Mainland","quality","踢进/V;范尼/N;粒/N;时/N;荷兰人/N;战/V;胜/V","""<small>结束 战斗 的 荷兰人 是 无奈 地 迎 来 了</small> 点 球大战 。 但 <u>范尼</u><sup>6.614</sup> 坚决 地 <u>踢进</u><sup>5.108</sup> 第一 <u>粒</u><sup>4.829</sup> <span class='target'>点球</span> , 飞奔 , 呐喊 <u>时</u><sup>1.316</sup> , <u>荷兰人</u><sup>4.134</sup> <u>战</u><sup>3.099</sup> <u>胜</u><sup>2.354</sup> “ <small>点球 恐惧症 ” 。 点 球互射 瑞典 的 易卜拉辛 莫维奇</small>""",3.2065997303679,4.36559207373078,NA
"极刑/N/CNA_CMN_19940805_wpr/96216","极刑/N/CNA_CMN_19940805_wpr/96216","极刑","CNA","Taiwan","quality","./P;判处/V;男子/N;勒/V;坎/N;电椅/N;谋杀罪/N;纽约/N;威廉/N;死刑/N;执行/V;电椅/N;先河/N;首开/V","""<small>、 逊位 。 – 西元 一八九○年 : 一 名 犯</small> <u>谋杀罪</u><sup>6.996</sup> 的 <u>男子</u><sup>2.161</sup> <u>威廉</u><sup>5.654</sup> <u>.</u><sup>1.643</sup> <u>坎</u><sup>6.282</sup> <u>勒</u><sup>5.035</sup> <u>纽约</u><sup>2.038</sup> <u>判处</u><sup>5.452</sup> <u>电椅</u><sup>10.154</sup> <span class='target'>极刑</span> , <u>首开</u><sup>5.706</sup> 美国 <u>电椅</u><sup>10.154</sup> <u>执行</u><sup>2.305</sup> <u>死刑</u><sup>5.077</sup> 的 <u>先河</u><sup>6.427</sup> 。 – <small>民国 十五年 ( 一九二六年 ) : 美国 女子 葛楚得 .</small>""",-6.16398359514061,-6.04236290326394,NA
"极刑/N/CNA_CMN_20021107_wpr/38065","极刑/N/CNA_CMN_20021107_wpr/38065","极刑","CNA","Taiwan","quality","成立/V;贪污/V;人民币/N;处/N","""<small>雪冰 案情 远 朱小华 严重 , 他 涉及 数 百万</small> 元 <u>人民币</u><sup>1.418</sup> 巨额 <u>贪污</u><sup>3.548</sup> 贿案 一旦 <u>成立</u><sup>1.005</sup> , 恐 难逃 <span class='target'>极刑</span> <u>处</u><sup>3.012</sup> 置 。 陈卫 东 说明 , 中国 大陆 刑法 <small>第三百八十三 条 规定 , 个人 贪污 受贿 十万 元 人民币</small>""",-4.02215966068016,-6.58026573237098,NA
"十二码球/N/CNA_CMN_20021027_wpr/8176","十二码球/N/CNA_CMN_20021027_wpr/8176","十二码球","CNA","Taiwan","quality","最后/N;一/N;记/N;才/D;拿下/V","""<small>色 , 施展 铁头 功 攻下 一 城 , 比数</small> 追成 <u>一</u><sup>1.393</sup> <u>一</u><sup>1.393</sup> 平分秋色 。 欧文 <u>最后</u><sup>3.352</sup> <u>才</u><sup>1.721</sup> <u>一</u><sup>1.393</sup> <u>记</u><sup>5.015</sup> <span class='target'>十二码球</span> 打破 僵局 , 为 球队 赢得 胜利 , 及 <u>拿下</u><sup>4.471</sup> <small>宝贵 的 三 分 积分 。 不过 , 同 属英</small>""",4.31273701060251,2.18228184389954,NA
"点球/N/XIN_CMN_20020622_wpr/25663","点球/N/XIN_CMN_20020622_wpr/25663","点球","XIN","Mainland","quality","个/N;巴西队/N;瓦尔多/N;:/C;4/N;・/F;克洛泽/N;米罗斯拉夫/N;德国队/N;球/N","""<small>世界杯 射手 榜 下 : 5 球 : 罗纳尔多 (</small> <u>巴西队</u><sup>4.477</sup> ) 里 <u>瓦尔多</u><sup>5.276</sup> ( <u>巴西队</u><sup>4.477</sup> , 其中 一 <u>个</u><sup>1.26</sup> <span class='target'>点球</span> ) <u>米罗斯拉夫</u><sup>6.603</sup> <u>.</u><sup>1.755</sup> <u>克洛泽</u><sup>5.132</sup> ( <u>德国队</u><sup>3.579</sup> ) <u>4</u><sup>2.326</sup> <u>球</u><sup>4.002</sup> <u>:</u><sup>1.547</sup> <small>・ 达尔 ・ 托马森 ( 丹麦队 , 其中 一 个</small>""",3.26575037944247,4.5877897486253,NA
"极刑/N/CNA_CMN_20010525_wpr/102321","极刑/N/CNA_CMN_20010525_wpr/102321","极刑","CNA","Taiwan","quality","处以/V;者/N;名/N;媒体/N;判决/N","""<small>查证 公开 , 其中 任何 资料 推翻 麦克威 的 承认</small> 谋杀 一百六十八 <u>名</u><sup>1.592</sup> 美国 公民 , 或 <u>者</u><sup>1.387</sup> 他 <u>处以</u><sup>7.073</sup> <span class='target'>极刑</span> 的 公正 <u>判决</u><sup>4.161</sup> 。 」 <u>媒体</u><sup>1.053</sup> 的 访问 中 , <small>麦克威 坦承 他 一九九五年 四月 十九日 引爆 奥克拉荷马市 联邦 大厦</small>""",-4.16803222466068,-8.55488859342972,NA
"点球/N/XIN_CMN_20020624_wpr/18450","点球/N/XIN_CMN_20020624_wpr/18450","点球","XIN","Mainland","quality","罗纳尔多/N;赢得/V;红/V;那/N;裁判/N","""<small>视而不见 。 巴西人 认为 , 好几 次 裁判 出示 黄牌</small> 、 <u>红</u><sup>1.122</sup> 牌 , 有 几 次 , <u>罗纳尔多</u><sup>4.099</sup> <u>赢得</u><sup>2.314</sup> <span class='target'>点球</span> , 但是 <u>裁判</u><sup>4.372</sup> 没有 <u>那</u><sup>1.846</sup> 样 做 。 霍震霆 认为 <small>, 每 一 届 世界杯赛 上 有 误判 , 本次</small>""",-1.13541017030799,1.1352704959546,NA
"点球/N/XIN_CMN_19950430_wpr/3803","点球/N/XIN_CMN_19950430_wpr/3803","点球","XIN","Mainland","quality","宏远队/N;记/N;0/N;:/C;1/N;主场/N;队/N;太阳神/N;战胜/V","""<small>1 : 0 胜 广州 太阳神 新华社 广州 4月 30日电</small> ( 记者 何惠飞 ) 广东 <u>宏远队</u><sup>3.963</sup> 今天 这里 一 <u>记</u><sup>3.848</sup> <span class='target'>点球</span> , <u>主场</u><sup>2.821</sup> <u>1</u><sup>2.31</sup> <u>:</u><sup>1.547</sup> <u>0</u><sup>2.822</sup> <u>战胜</u><sup>3.149</sup> 了 广州 <u>太阳神</u><sup>4.035</sup> <u>队</u><sup>3.111</sup> <small>。 这 是 全国 足球甲 A 联赛 第三 轮 的</small>""",5.98895002151007,4.3459780233108,NA
"十二码球/N/CNA_CMN_20020622_wpr/115774","十二码球/N/CNA_CMN_20020622_wpr/115774","十二码球","CNA","Taiwan","quality","一/N;记/N;巴西/N;二/N;一/N;而/C;土耳其/N","""<small>有机会 一 报 分组 预赛 败 巴西 脚 下 之</small> 仇 。 <u>巴西</u><sup>4.333</sup> 分组赛 借助 <u>一</u><sup>1.393</sup> <u>记</u><sup>5.015</sup> 有 争议 的 <span class='target'>十二码球</span> <u>而</u><sup>1.21</sup> <u>二</u><sup>2.628</sup> <u>一</u><sup>1.393</sup> 踹下 <u>土耳其</u><sup>3.661</sup> 。 今天土 、 塞 之 <small>战 进入 加 时 赛 之前 , 塞队 前锋 亨利</small>""",3.65693796839263,1.38520648037833,NA
"极刑/N/CNA_CMN_20000611_wpr/92388","极刑/N/CNA_CMN_20000611_wpr/92388","极刑","CNA","Taiwan","quality","码/N;十二/N;土耳其/N","""<small>, 一 番 火拚 恶斗 之后 , 战 了 个</small> 平分秋色 , 义 大利 最后 靠 一 次 <u>十二</u><sup>2.488</sup> <u>码</u><sup>5.066</sup> <span class='target'>极刑</span> , 二 一 把 <u>土耳其</u><sup>1.347</sup> 气走 , 开 红盘 取得 <small>首胜 。 上 半 场 , 两 队 龙争虎斗 四十五</small>""",-2.39918397198573,2.23919107037909,NA
"点球/N/XIN_CMN_20010901_wpr/1510","点球/N/XIN_CMN_20010901_wpr/1510","点球","XIN","Mainland","quality","守门员/N;神勇/V;对方/N;江津/N;扑出/V;个/N;阿曼队/N;年轻/V","""<small>上风 , 42 分钟 时 获得 了 一 个 点球</small> , 但 <u>神勇</u><sup>5.877</sup> 的 <u>守门员</u><sup>5.694</sup> <u>江津</u><sup>5.439</sup> <u>扑出</u><sup>7.877</sup> 了 <u>对方</u><sup>4.229</sup> 的 <span class='target'>点球</span> 。 受 这 <u>个</u><sup>1.26</sup> 打击 , <u>年轻</u><sup>1.6</sup> 的 <u>阿曼队</u><sup>4.509</sup> 下 <small>半 时 很 难 找到 上半时 的 感觉 。 中国队</small>""",0.492468209931579,5.17345724270889,NA
"十二码球/N/CNA_CMN_19980622_wpr/7641","十二码球/N/CNA_CMN_19980622_wpr/7641","十二码球","CNA","Taiwan","quality","分钟/N;两/N;分/V;踢进/V;分/V;三/N","""<small>奥特嘉 与 巴 提斯图塔 冲锋陷阵 , 冠 全 场 ,</small> 各 得 <u>两</u><sup>1.062</sup> <u>分</u><sup>3.297</sup> , 巴提斯图塔 结束 前 七 <u>分钟</u><sup>4.422</sup> <span class='target'>十二码球</span> <u>踢进</u><sup>6.613</sup> , 创下 单场 独得 <u>三</u><sup>1.469</sup> <u>分</u><sup>3.297</sup> 的 纪录 。 <small>值得 提 的 是 德国队 的 三十七 岁 后卫 马泰斯</small>""",2.32083723683706,2.71871944740781,5
"十二码球/N/CNA_CMN_20020616_wpr/92254","十二码球/N/CNA_CMN_20020616_wpr/92254","十二码球","CNA","Taiwan","quality","分钟/N;./P;基恩/N;罗比/N;分钟/N;一/N;踢/V","""<small>中央社 汉城 十六 日 法新电 ) 爱尔兰 最后 一 刻</small> 追上 , 靠 着 <u>罗比</u><sup>8.814</sup> <u>.</u><sup>2.358</sup> <u>基恩</u><sup>7.897</sup> 第九十 <u>分钟</u><sup>4.422</sup> 的 <span class='target'>十二码球</span> , 九十 <u>分钟</u><sup>4.422</sup> <u>踢</u><sup>7.032</sup> 完 之后 , <u>一</u><sup>1.393</sup> <u>一</u><sup>1.393</sup> 踢平 <small>西班牙 , 进入 延长赛 。 瞄准 金盃 的 西班牙 ,</small>""",2.28776333698614,6.65275660716462,NA
"点球/N/XIN_CMN_20010527_wpr/11904","点球/N/XIN_CMN_20010527_wpr/11904","点球","XIN","Mainland","quality","个/N;4/N;个/N;1/N;中国队/N","""<small>传中 起 高球 攻进 9 个 , 抢断 攻进 4</small> <u>个</u><sup>1.26</sup> , 个人 突破 <u>4</u><sup>2.326</sup> <u>个</u><sup>1.26</sup> ( 含 一 <u>个</u><sup>1.26</sup> <span class='target'>点球</span> ) , 传切 配合 <u>1</u><sup>2.31</sup> <u>个</u><sup>1.26</sup> 。 由此可见 , <u>中国队</u><sup>2.922</sup> <small>多 的 靠 身体 的 优势 , 在 禁区 内</small>""",5.79168509356072,3.16218096473286,NA
"点球/N/XIN_CMN_19960625_wpr/4366","点球/N/XIN_CMN_19960625_wpr/4366","点球","XIN","Mainland","quality","申花队/N;点球/N;范志毅/N;双方/N;规则/N;射/V;号/N","""<small>, 按照 本次 赛事 每 场 比赛 必须 决出 胜负</small> 的 <u>规则</u><sup>1.832</sup> , <u>双方</u><sup>1.978</sup> <u>射</u><sup>4.779</sup> <u>点球</u><sup>6.98</sup> 。 上海 <u>申花队</u><sup>4.703</sup> <u>范志毅</u><sup>4.971</sup> <span class='target'>点球</span> 成 功 外 , 14 <u>号</u><sup>2.285</sup> 申思 、 20 <u>号</u><sup>2.285</sup> <small>谢晖 、 3 号 成耀东3 人 球 踢 门柱 或</small>""",0.682198869483469,3.91492142883606,NA
"极刑/N/CNA_CMN_20010213_wpr/103794","极刑/N/CNA_CMN_20010213_wpr/103794","极刑","CNA","Taiwan","quality","判处/V;","""<small>打算 指控 艾斯特拉达 「 掠夺 」 , 指 贪渎 。</small> 这 一 指控 不得 交保 , 定罪 后 可以 <u>判处</u><sup>5.452</sup> <span class='target'>极刑</span> 。 先前 , 司法部 、 政府 调查 官员 和 首席 <small>检察官 发表 声明 , 驳斥 艾斯特拉达 他 「 合法 」</small>""",-6.36354064401535,-7.57190733576415,NA
