"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"反击/V/XIN_CMN_19970322_wpr/4817","反击/V/XIN_CMN_19970322_wpr/4817","反击","XIN","Mainland","quality","拦网/N;抓住/V;机会/N;发起/V;利用/V;四川队/N;网/N;展开/V;快攻/V;优势/N","""<small>一 开始 , 双方 展开 激烈 争夺 。 江苏队 着力</small> 加强 <u>拦网</u><sup>3.732</sup> 和 后 排 保护 , <u>抓住</u><sup>3.592</sup> <u>机会</u><sup>2.827</sup> <u>发起</u><sup>3.598</sup> <span class='target'>反击</span> 。 <u>四川队</u><sup>2.89</sup> <u>利用</u><sup>2.032</sup> <u>网</u><sup>1.203</sup> 上 <u>优势</u><sup>1.875</sup> , <u>展开</u><sup>2.193</sup> <u>快攻</u><sup>4.188</sup> 。 <small>双方 分交替 上升 , 5 平战 1 3 平 。</small>""",-0.408951742152207,3.38498452359191,NA
"反击/V/XIN_CMN_20000620_wpr/61620","反击/V/XIN_CMN_20000620_wpr/61620","反击","XIN","Mainland","quality","快速/V;漂亮/V;次/N;打/V;机会/N;突入/N;传给/V;罚球区/N;对方/N","""<small>比赛 , 土耳其人 利用 比利时 全 队 压 上 的</small> <u>机会</u><sup>2.827</sup> , <u>打</u><sup>3.133</sup> 了 一 <u>次</u><sup>1.226</sup> 非常 <u>漂亮</u><sup>2.955</sup> 的 <u>快速</u><sup>4.581</sup> <span class='target'>反击</span> , 卡伊 运球 <u>突入</u><sup>5.114</sup> <u>对方</u><sup>3.67</sup> <u>罚球区</u><sup>4.243</sup> 后 , 妙 <u>传给</u><sup>3.555</sup> <small>无 人 看守 的 苏库尔 , 后者 攻门 得手 ,</small>""",-0.426128501355124,5.44484363411225,NA
"反攻/V/XIN_CMN_20040727_wpr/36302","反攻/V/XIN_CMN_20040727_wpr/36302","反攻","XIN","Mainland","quality","战场/N;夺回/V;战略/N;","""<small>艘 , 击毁 日军 军用车 辆 710 部 , 为</small> <u>夺回</u><sup>4.556</sup> 中国 乃至 远东 <u>战场</u><sup>2.868</sup> 的 制空权 以及 日 <u>战略</u><sup>2.24</sup> <span class='target'>反攻</span> 的 顺利 实施 做出 了 巨大 贡献 。 1942年 4月 <small>28日 , “ 飞虎队 ” 飞行员 约翰 ・ 布莱克 本</small>""",5.3140741036525,-3.71459599195835,NA
"反击/V/XIN_CMN_20030531_wpr/44908","反击/V/XIN_CMN_20030531_wpr/44908","反击","XIN","Mainland","quality","作战/V;分钟/N;比赛/N;进行到/V","""<small>迈克塞斯 犯规 , 莱亚 尔 裁判 红牌 罚下 。 面对</small> 只有 10 人 <u>作战</u><sup>2.868</sup> 的 巴黎 日耳曼队 , 欧塞尔队 开始 <span class='target'>反击</span> 。 <u>比赛</u><sup>1.156</sup> <u>进行到</u><sup>3.886</sup> 第77 <u>分钟</u><sup>3.918</sup> , 本 赛季 为 欧塞尔队 <small>立下 汗马功劳 的 西塞 关 键 发威 , 一 记</small>""",-3.1192363291509,5.99792833414996,NA
"反击/V/CNA_CMN_20020928_wpr/42402","反击/V/CNA_CMN_20020928_wpr/42402","反击","CNA","Taiwan","quality","机/N;英美/N;联军战/N;威胁/N;伊拉克/N;但/C;反击/V","""<small>战果 评估 当中 。 这 是 连续 第四 天 ,</small> <u>英美</u><sup>3.277</sup> <u>联军战</u><sup>6.162</sup> <u>机</u><sup>1.162</sup> 来自 <u>伊拉克</u><sup>2.021</sup> 南部 设施 的 <u>威胁</u><sup>2.445</sup> 进行 <span class='target'>反击</span> , <u>但</u><sup>1.134</sup> 不同 的 是 , 以往 仅 <u>反击</u><sup>3.665</sup> 一 <small>目标 , 如今 多 天 同时 不同 的 多 处</small>""",3.72614915138848,-6.2135473035925,NA
"反攻/V/CNA_CMN_19910215_wpr/6386","反攻/V/CNA_CMN_19910215_wpr/6386","反攻","CNA","Taiwan","quality","进而/C;冲击/V;金马/N;反攻/V;大陆/N","""<small>金 服务 。 – 完成 前方 宪政 体制 , 号召</small> 旅外 侨胞 , <u>进而</u><sup>1.611</sup> <u>冲击</u><sup>1.266</sup> 中共 政权 , 提昇 政治 <span class='target'>反攻</span> , <u>反攻</u><sup>4.883</sup> <u>大陆</u><sup>1.252</sup> 。 – 使 <u>金马</u><sup>2.698</sup> 地区 跟上 台 <small>澎 地区 的 均衡 发展 。 – 「 军事 防卫</small>""",0.95031716734946,2.99773031232698,NA
"反攻/V/XIN_CMN_19990413_wpr/7862","反攻/V/XIN_CMN_19990413_wpr/7862","反攻","XIN","Mainland","quality","然/C;后/N;发起/V;","""<small>当 前 政府军 的 战略 是 安盟 武装 包围 主要</small> 冲突 地区 内 , <u>然</u><sup>1.184</sup> <u>后</u><sup>1.094</sup> <u>发起</u><sup>3.433</sup> 强大 的 军事 <span class='target'>反攻</span> , 其 彻底 摧毁 。 去年 11月 , 安哥拉 内战 <small>的 爆发 该 国 人民 带来 了 严重 的 人员</small>""",4.7062281667662,-3.80205626465976,NA
"反击/N/XIN_CMN_19930418_wpr/141","反击/N/XIN_CMN_19930418_wpr/141","反击","XIN","Mainland","quality","很/D;配合/V;快/V;慢/V;多次/V;速度/N","""<small>5 分钟 11 号 付志 射球 得分 。 但 好</small> 景 长 , 华海队 <u>很</u><sup>1.41</sup> <u>快</u><sup>2.326</sup> 暴露出 <u>配合</u><sup>1.059</sup> 不佳 、 <span class='target'>反击</span> <u>速度</u><sup>2.784</sup> <u>慢</u><sup>2.687</sup> 、 球路 清楚 等 缺点 , <u>多次</u><sup>3.137</sup> 失去 <small>射门 良机 。 而 年龄 不足 20 岁 的 国奥队</small>""",0.670127483216622,4.02184904106009,NA
"反攻/V/XIN_CMN_20030121_wpr/31850","反攻/V/XIN_CMN_20030121_wpr/31850","反攻","XIN","Mainland","quality","开始/V;","""<small>, 双方 战斗 激烈 , 黑棋 成功 连回 上边 两</small> 子 , <u>开始</u><sup>1.877</sup> 杀入 左下 白棋 阵 中 , 白棋 <span class='target'>反攻</span> , 黑子 转身 , 舍弃 左下 残子 , 转 而 <small>对上 边 净 的 白棋 展开 攻击 。 白棋 厚实</small>""",1.74811332789204,-2.06303962222508,NA
"反击/V/CNA_CMN_20021119_wpr/28197","反击/V/CNA_CMN_20021119_wpr/28197","反击","CNA","Taiwan","quality","机/N;地面/N;联军战/N;攻击/V;武器/N;自卫/N;伊拉克/N;波斯湾/N;声明/N;美军/N;指挥部/N","""<small>机 加强 伊拉克 南北 禁航区 的 监控 , 但 两</small> 天 <u>伊拉克</u><sup>2.021</sup> <u>地面</u><sup>2.747</sup> <u>武器</u><sup>1.66</sup> <u>攻击</u><sup>2.944</sup> , <u>联军战</u><sup>6.162</sup> <u>机</u><sup>1.162</sup> <u>自卫</u><sup>4.889</sup> 原则 <span class='target'>反击</span> 。 <u>美军</u><sup>1.743</sup> 中央 <u>指挥部</u><sup>2.003</sup> <u>声明</u><sup>1.024</sup> 表示 , <u>波斯湾</u><sup>2.269</sup> 地区 起飞 <small>的 英美 联军 战机 , 在 当地 时间 昨晚 十一时</small>""",4.01911756802225,-6.28253669855304,NA
"反击/V/CNA_CMN_20020623_wpr/3605","反击/V/CNA_CMN_20020623_wpr/3605","反击","CNA","Taiwan","quality","发动/V;但/C;攻击/V;战争/N;自卫/V","""<small>两 国 濒临 战争 边缘 , 不过 他 重申 ,</small> 巴基斯坦 <u>发动</u><sup>3.535</sup> <u>战争</u><sup>1.327</sup> , 「 <u>但</u><sup>1.134</sup> 如果 <u>攻击</u><sup>2.944</sup> , 我们 <span class='target'>反击</span> <u>自卫</u><sup>4.396</sup> 」 。 他 说 , 目前 克什 米尔 边境 <small>平安无事 , 巴 基斯坦 等候 印度 作出 回应 。 他</small>""",3.29137450986961,-5.15637477054989,NA
"反击/V/CNA_CMN_19991203_wpr/101535","反击/V/CNA_CMN_19991203_wpr/101535","反击","CNA","Taiwan","quality","不利/V;","""<small>新闻 的 回应 , 任何 相关 的 文宣 , 党务</small> 、 政务 和 选务 分类 分析 , <u>不利</u><sup>1.244</sup> 的 部份 <span class='target'>反击</span> 、 澄清 , 需要 行政院 或 党部 处理者 , 交办 <small>, 对外 说明 。 黄正雄 强调 , 国民党 这 次</small>""",-0.511119970376223,-1.94351059212011,NA
"反攻/N/XIN_CMN_19910512_wpr/18299","反攻/N/XIN_CMN_19910512_wpr/18299","反攻","XIN","Mainland","quality","门/N;失球/N;打/V;积极/N;但/C;时机/N;射门/V","""<small>连过 港队 两 人 , 门 前 6 米 处</small> 起脚 <u>打</u><sup>2.146</sup> <u>门</u><sup>1.885</sup> 命中 。 香港队 <u>失球</u><sup>5.485</sup> 后 , <u>积极</u><sup>1.125</sup> <span class='target'>反攻</span> , 有 5 次 <u>射门</u><sup>3.76</sup> , <u>但</u><sup>1.259</sup> 把握 好 <u>时机</u><sup>2.181</sup> <small>, 没有 破网 。 霍英东 为 总领队 的 香港 足总</small>""",-1.37514992204793,4.86214826820684,NA
"反击/V/CNA_CMN_20000630_wpr/18594","反击/V/CNA_CMN_20000630_wpr/18594","反击","CNA","Taiwan","quality","英/N;自卫/N;迫使/V;战机/N;地面/N;摧毁/V;伊拉克/N","""<small>, 巡逻 禁航区 的 联军 战机 进行 挑衅 或 攻击</small> , <u>迫使</u><sup>2.871</sup> <u>英</u><sup>1.829</sup> 、 美 <u>战机</u><sup>3.312</sup> 「 <u>自卫</u><sup>4.889</sup> 原则 」 <span class='target'>反击</span> , <u>摧毁</u><sup>2.835</sup> <u>伊拉克</u><sup>2.021</sup> 南 、 北 两 地 部分 <u>地面</u><sup>2.747</sup> <small>设施 。 890630 郑宝清 期勉 民进党 助理 研习营 学员 成为</small>""",4.03659291771291,-6.29917844584191,NA
"反攻/N/XIN_CMN_20011017_wpr/5940","反攻/N/XIN_CMN_20011017_wpr/5940","反攻","XIN","Mainland","quality","武装/V;发动/V;塔利班/N;开始/V;九/N;战/N","""<small>猛烈 进攻 马 扎里沙里夫 方向 推进 。 抵御 反 派</small> 的 攻击 , <u>塔利班</u><sup>3.779</sup> <u>武装</u><sup>2.088</sup> 16 日 起 <u>开始</u><sup>1.491</sup> <u>发动</u><sup>3.939</sup> <span class='target'>反攻</span> 。 <u>九</u><sup>1.324</sup> 运会 乒乓球 男单 比赛 刘国梁 首 <u>战</u><sup>1.844</sup> 淘汰 <small>新华社 汕头 10月 17日 电 ( 记者 贾文 军 、</small>""",4.13077614817208,-4.91884627983763,NA
"反击/V/CNA_CMN_20020523_wpr/69769","反击/V/CNA_CMN_20020523_wpr/69769","反击","CNA","Taiwan","quality","路/N;","""<small>打 口水战 。 议员 指出 , 李登辉 及 台联 让</small> 马英九 的 连任 之 <u>路</u><sup>1.161</sup> 「 芒刺在背 」 , 马英九 <span class='target'>反击</span> , 根据 媒体 及 一般人 的 看 法 , 台联 <small>压缩 民进党 的 空间 , 攻佔 更多 的 新闻版面 ,</small>""",0.189736191378251,5.72890794666117,NA
"反击/V/XIN_CMN_19990425_wpr/9024","反击/V/XIN_CMN_19990425_wpr/9024","反击","XIN","Mainland","quality","分钟/N;快速/V;时/N;次/N;进行到/V;分钟/N;但/C;下/V;城/N;成功/N","""<small>。 一 开 局 , 双方 敢 进攻 , 比赛</small> <u>进行到</u><sup>3.886</sup> 将近 10 <u>分钟</u><sup>3.918</sup> <u>时</u><sup>1.052</sup> , 哈尔滨队 一 <u>次</u><sup>1.226</sup> <u>快速</u><sup>4.581</sup> <span class='target'>反击</span> <u>成功</u><sup>1.672</sup> , <u>下</u><sup>2.152</sup> 一 <u>城</u><sup>1.587</sup> 。 <u>但</u><sup>1.134</sup> 到 1 <u>分钟</u><sup>3.918</sup> <small>后 , 齐齐哈尔队 颜色 , 对方 门 前 混战 中</small>""",-1.47047112992132,6.23976469669621,NA
"反击/V/CNA_CMN_20011008_wpr/29282","反击/V/CNA_CMN_20011008_wpr/29282","反击","CNA","Taiwan","quality","发动/V;但/C;圣战/N;","""<small>的 盖达 恐怖 组织 和 庇护 他 的 塔利班 政权</small> , <u>但</u><sup>1.134</sup> 二 者 强 不屈 , 矢言 <u>发动</u><sup>3.535</sup> <u>圣战</u><sup>2.266</sup> <span class='target'>反击</span> 。 美国 参谋 首长 联席会 议 主席 迈尔斯 将军 国防部 <small>的 记者会 表示 , 攻击行 动 是 美东 时间 七日</small>""",3.63273312652646,-4.68535787043167,NA
"反攻/V/CNA_CMN_19960204_wpr/63285","反攻/V/CNA_CMN_19960204_wpr/63285","反攻","CNA","Taiwan","quality","在下/N;虽然/C;半/N;场/N;分钟/N;建功/V;时/N;六/N;罚球/V","""<small>球 , 才 反败为胜 使 败 之 师 北银队 「</small> 阴沟 里 翻船 」 。 北银队 <u>虽然</u><sup>1.631</sup> <u>在下</u><sup>3.305</sup> <u>半</u><sup>2.926</sup> <u>场</u><sup>2.215</sup> <span class='target'>反攻</span> , <u>六</u><sup>1.463</sup> <u>分钟</u><sup>3.428</sup> <u>时</u><sup>1.03</sup> 林庄强 执行 十二 码 <u>罚球</u><sup>4.536</sup> <u>建功</u><sup>3.469</sup> <small>, 二十二 分钟 时 余大中 颜色 , 二 一 领先</small>""",-3.48554714724618,5.68987066853003,NA
"反击/V/XIN_CMN_20021123_wpr/30732","反击/V/XIN_CMN_20021123_wpr/30732","反击","XIN","Mainland","quality","快速/V;不下/V;攻/V;偷袭/V;次/N;号/N;攻破/V","""<small>, 稳守 反击 为主 。 时间 的 推移 , 久</small> <u>攻</u><sup>3.39</sup> <u>不下</u><sup>1.879</sup> 的 香雪队 <u>偷袭</u><sup>4.556</sup> , 长春队 一 <u>次</u><sup>1.226</sup> <u>快速</u><sup>4.581</sup> <span class='target'>反击</span> 中 , 24 <u>号</u><sup>2.016</sup> 高 健 <u>攻破</u><sup>4.212</sup> 了 香雪队 的 <small>大门 。 失球 后 的 香雪队 上半场 结束 前 ,</small>""",0.00576365062466243,5.100932361371,NA
"反击/V/XIN_CMN_20030511_wpr/14808","反击/V/XIN_CMN_20030511_wpr/14808","反击","XIN","Mainland","quality","不利/N;下/N;失/V;球/N;在先/V;击/V","""<small>第36 轮 较量 中 , 摩纳哥队 上演 翻 盘 好</small> 戏 , <u>在先</u><sup>3.772</sup> <u>失</u><sup>2.303</sup> 一 <u>球</u><sup>3.347</sup> 的 <u>不利</u><sup>1.5</sup> 情况 <u>下</u><sup>1.186</sup> <span class='target'>反击</span> , 3 : 1 <u>击</u><sup>2.254</sup> 败 蒙彼利埃队 , 为 自己 <small>的 夺冠 之 路 添 砝码 。 相反 , 另</small>""",-2.22607808835547,4.14165461971182,NA
"反击/V/XIN_CMN_19940227_wpr/26684","反击/V/XIN_CMN_19940227_wpr/26684","反击","XIN","Mainland","quality",";攻击/N","""<small>公司 得到 过 的 殊荣 。 目前 , 参与 该</small> 项 目的 施工 人员 绝大部分 返回 祖 国 。 马来西亚 <span class='target'>反击</span> 英国 传媒 的 <u>攻击</u><sup>2.911</sup> 新华社 吉隆坡 2月 27日 电 英国 <small>报刊 马来西亚 领导人 的 攻击 , 马来西亚 政府 上 周末</small>""",2.8620457052267,-4.7741625656936,NA
"反攻/V/CNA_CMN_20020612_wpr/167339","反攻/V/CNA_CMN_20020612_wpr/167339","反攻","CNA","Taiwan","quality","九/N;超前/V;比数/N;最后/N;狮队/N;局/N;下/N;半/N;机会/N","""<small>的 情况 下 , 敲出 双杀 打 , 为 牛队</small> <u>比数</u><sup>4.993</sup> <u>超前</u><sup>3.914</sup> 。 <u>九</u><sup>2.215</sup> <u>局</u><sup>3.594</sup> <u>下</u><sup>2.173</sup> <u>半</u><sup>2.926</sup> , <u>狮队</u><sup>4.145</sup> <u>最后</u><sup>2.524</sup> <span class='target'>反攻</span> <u>机会</u><sup>2.689</sup> , 三棒 许 圣杰 获得 保 送 之后 , <small>四棒 罗敏卿 大棒 挥 , 敲出 中 、 右外野 方向</small>""",-4.95344168251107,4.07581652371513,6
"反击/V/XIN_CMN_19940711_wpr/7540","反击/V/XIN_CMN_19940711_wpr/7540","反击","XIN","Mainland","quality","特点/N;防守/V;攻势/N;球队/N;优势/N;输球/V","""<small>缺点 。 因为 本 届 杯 赛 与 不同 的</small> <u>特点</u><sup>1.378</sup> 之 一 是 <u>攻势</u><sup>3.715</sup> 足球 , 或者 是 <u>防守</u><sup>5.699</sup> <span class='target'>反击</span> 占 <u>优势</u><sup>1.875</sup> 。 拉不动 , 出 去 的 <u>球队</u><sup>1.241</sup> <u>输球</u><sup>2.3</sup> <small>是 避免 的 。 当然 还有 其 四 , 德国队</small>""",-0.709524752513247,2.87325254494775,1
"反击/N/XIN_CMN_19920125_wpr/49837","反击/N/XIN_CMN_19920125_wpr/49837","反击","XIN","Mainland","quality","特长/N;防守/N;打法/N;坚持/V;准确/V","""<small>住 对方 胜利 在望 。 中国队 是 一 支 进</small> 改为 其 <u>特长</u><sup>4.194</sup> 的 队伍 , 在 国内 流行 <u>防守</u><sup>7.111</sup> <span class='target'>反击</span> <u>打法</u><sup>5.167</sup> 的 环境 中 , <u>坚持</u><sup>1.261</sup> <u>准确</u><sup>2.53</sup> 合理 、 <u>坚持</u><sup>1.261</sup> <small>逼抢 围 , 坚持 敢 向前 的 进攻性 打法 独树</small>""",-0.332595521014406,2.3480643934091,NA
"反攻/N/XIN_CMN_19970126_wpr/47741","反攻/N/XIN_CMN_19970126_wpr/47741","反攻","XIN","Mainland","quality","扎/V;反政府武装/N;开始/V;","""<small>20 0 公里 的 瓦利卡莱 地区 与 反政府武装 进行 战斗</small> 。 <u>扎</u><sup>2.917</sup> 政府 今 年初 <u>开始</u><sup>1.491</sup> 的 对 <u>反政府武装</u><sup>2.951</sup> 的 <span class='target'>反攻</span> 引起 了 国际 人道 组织 的 极 大 关注 , <small>因为 交战 地区 有 30万 到 50万 卢 旺达胡图族 难民</small>""",4.68789118006574,-5.1847786215448,NA
"反攻/N/CNA_CMN_19950401_wpr/89318","反攻/N/CNA_CMN_19950401_wpr/89318","反攻","CNA","Taiwan","quality","局/N;第三/N;展开/V;第二/N;中华队/N;零/N;比数/N;拉开/V;领先/N","""<small>反而 失去 平日 水准 , 使 对方 , 中华队 二</small> 六 败 了 <u>第二</u><sup>1.143</sup> <u>局</u><sup>3.465</sup> 。 <u>第三</u><sup>1.537</sup> <u>局</u><sup>3.465</sup> <u>中华队</u><sup>3.506</sup> <u>展开</u><sup>3.407</sup> <span class='target'>反攻</span> , 一 <u>零</u><sup>2.679</sup> <u>领先</u><sup>3.001</sup> 后 , 一 度 <u>比数</u><sup>4.699</sup> <u>拉开</u><sup>2.251</sup> <small>成为 四 一 , 印尼队 稳扎稳打 , 追成 三 四</small>""",-4.97728683455102,4.1319513096371,6
"反攻/V/CNA_CMN_19921001_wpr/33115","反攻/V/CNA_CMN_19921001_wpr/33115","反攻","CNA","Taiwan","quality","绝地/N;展开/V;下/N;落后/N;击败/V","""<small>发动 最后 攻势 , 此外 , 一九七六年 时 , 福特</small> 总统 声望 持续 <u>落后</u><sup>2.973</sup> 的 情况 <u>下</u><sup>2.173</sup> , <u>展开</u><sup>2.012</sup> <u>绝地</u><sup>8.739</sup> <span class='target'>反攻</span> , 使 卡特险 <u>击败</u><sup>1.41</sup> 的 教训 , 他 敢 或忘 <small>。 柯林顿 告诉 洛杉矶 时报 说 , 「 国内 大部分</small>""",-4.78262311928254,2.66865229799808,NA
"反击/V/CNA_CMN_20021204_wpr/152026","反击/V/CNA_CMN_20021204_wpr/152026","反击","CNA","Taiwan","quality","联军/N;声明/N;美军/N;指挥部/N;战机/N;伊北/N","""<small>密 导引 武器 反击 地面 系统 。 传送 至 中央社</small> 的 <u>声明</u><sup>1.024</sup> 中 , <u>美军</u><sup>1.743</sup> <u>指挥部</u><sup>2.003</sup> 表示 , <u>联军</u><sup>3.437</sup> <u>战机</u><sup>3.312</sup> <span class='target'>反击</span> 的 系统 位于 <u>伊北</u><sup>2.82</sup> 摩苏勒 ( Mosul ) 东北方 约 <small>二十四 公里 。 声明 中 说 联军 战机 反击 数</small>""",4.23758687686592,-6.14175176625936,2
"反击/V/CNA_CMN_19940223_wpr/11326","反击/V/CNA_CMN_19940223_wpr/11326","反击","CNA","Taiwan","quality","可是/C;偷袭/V;回教/N;下/N;波士尼亚/N","""<small>: 「 虽然 有 两 架 海犬 式 飞机 赶到</small> 现场 , <u>可是</u><sup>1.374</sup> 因为 查明 <u>偷袭</u><sup>4.556</sup> 的 目标 , 所以 <span class='target'>反击</span> 」 。 杜斯拉 是 <u>波士尼亚</u><sup>1.766</sup> <u>回教</u><sup>1.482</sup> 政府 控制 <u>下</u><sup>1.186</sup> 的 <small>第二 大城 , 目 前 联合国 系 公路 运输 救援</small>""",4.22020665165388,-4.87760373111912,NA
